class name;;Method name;;number of detected pattern;;method Declaration;;parameter;;number of occurrences;;occurrenceType;;unitOnwhichOccurrenceIsDetected;;commentFragment
*;;*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;i2 = virtualinvoke $r2.<java.lang.Integer: int intValue()>();;pattern detected param  r1 must not be null it define a local $r2which used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;$z1 = virtualinvoke $r3.<java.lang.Boolean: boolean booleanValue()>();;pattern detected param  r1 must not be null it define a local $r3which used in  InvokeExpr 
java.net.TwoStacksPlainDatagramSocketImpl;;bind;;1;;protected synchronized void bind(int, java.net.InetAddress) throws java.net.SocketException
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$z0 = virtualinvoke r1.<java.net.InetAddress: boolean isAnyLocalAddress()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.net.DualStackPlainSocketImpl;;socketConnect;;1;;void socketConnect(java.net.InetAddress, int, int) throws java.io.IOException
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r3;;pattern detected param  r1 must not be null  otherwise an exception is thrown 
java.net.DualStackPlainSocketImpl;;socketBind;;1;;void socketBind(java.net.InetAddress, int) throws java.io.IOException
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r2;;pattern detected param  r1 must not be null  otherwise an exception is thrown 
java.net.DualStackPlainSocketImpl;;socketAccept;;1;;void socketAccept(java.net.SocketImpl) throws java.io.IOException
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r4;;pattern detected param  r1 must not be null  otherwise an exception is thrown 
java.net.DualStackPlainSocketImpl;;socketSetOption;;1;;void socketSetOption(int, boolean, java.lang.Object) throws java.net.SocketException
*;; * ;; * ;;*;;r1;;2
*;;*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;i3 = virtualinvoke $r2.<java.lang.Integer: int intValue()>();;pattern detected param  r1 must not be null it define a local $r2which used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;i3 = virtualinvoke $r3.<java.lang.Integer: int intValue()>();;pattern detected param  r1 must not be null it define a local $r3which used in  InvokeExpr 
java.net.HttpURLConnection;;setRequestMethod;;1;;public void setRequestMethod(java.lang.String) throws java.net.ProtocolException
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$z2 = virtualinvoke r1.<java.lang.String: boolean equals(java.lang.Object)>("TRACE");;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.net.IDN;;toASCII;;1;;public static java.lang.String toASCII(java.lang.String, int)
*;; * ;; * ;;*;;r0;;3
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$i2 = virtualinvoke r0.<java.lang.String: int length()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r3 = virtualinvoke r0.<java.lang.String: java.lang.String substring(int,int)>(i1, i3);;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$i4 = virtualinvoke r0.<java.lang.String: int length()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
java.net.IDN;;toUnicode;;1;;public static java.lang.String toUnicode(java.lang.String, int)
*;; * ;; * ;;*;;r0;;3
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$i2 = virtualinvoke r0.<java.lang.String: int length()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r3 = virtualinvoke r0.<java.lang.String: java.lang.String substring(int,int)>(i1, i3);;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$i4 = virtualinvoke r0.<java.lang.String: int length()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
java.net.Inet4AddressImpl;;isReachable;;1;;public boolean isReachable(java.net.InetAddress, int, java.net.NetworkInterface, int) throws java.io.IOException
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r7 = virtualinvoke r1.<java.net.InetAddress: byte[] getAddress()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.net.Inet6AddressImpl;;isReachable;;1;;public boolean isReachable(java.net.InetAddress, int, java.net.NetworkInterface, int) throws java.io.IOException
*;; * ;; * ;;*;;r1;;2
*;;*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;i2 = virtualinvoke $r9.<java.net.Inet6Address: int getScopeId()>();;pattern detected param  r1 must not be null it define a local $r9which used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r10 = virtualinvoke r1.<java.net.InetAddress: byte[] getAddress()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.net.PlainSocketImpl;;accept;;1;;protected synchronized void accept(java.net.SocketImpl) throws java.io.IOException
*;; * ;; * ;;*;;r1;;2
*;;*;;*;;*;;*;;*;;FieldRef for local initialized from param;;r2 = $r4.<java.net.PlainSocketImpl: java.net.AbstractPlainSocketImpl impl>;;pattern detected param  r1 must not be null it define a local $r4which used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;r1.<java.net.SocketImpl: java.io.FileDescriptor fd> = $r7;;pattern detected param  r1 must not be null  because used in  FieldRef 
java.net.TwoStacksPlainSocketImpl;;bind;;1;;protected synchronized void bind(java.net.InetAddress, int) throws java.io.IOException
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$z0 = virtualinvoke r1.<java.net.InetAddress: boolean isAnyLocalAddress()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.net.SocksSocketImpl;;<init>;;1;;void <init>(java.net.Proxy)
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;r2 = virtualinvoke r1.<java.net.Proxy: java.net.SocketAddress address()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.net.SocksSocketImpl;;socksBind;;1;;protected synchronized void socksBind(java.net.InetSocketAddress) throws java.io.IOException
*;; * ;; * ;;*;;r1;;15
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;r3 = virtualinvoke r1.<java.net.InetSocketAddress: java.lang.String getHostString()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r14 = virtualinvoke r1.<java.net.InetSocketAddress: java.net.InetAddress getAddress()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$i2 = virtualinvoke r1.<java.net.InetSocketAddress: int getPort()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r78 = virtualinvoke r1.<java.net.InetSocketAddress: java.net.InetAddress getAddress()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$i5 = virtualinvoke r1.<java.net.InetSocketAddress: int getPort()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r80 = virtualinvoke r1.<java.net.InetSocketAddress: java.net.InetAddress getAddress()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$i8 = virtualinvoke r1.<java.net.InetSocketAddress: int getPort()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;i11 = virtualinvoke r1.<java.net.InetSocketAddress: int getPort()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$z9 = virtualinvoke r1.<java.net.InetSocketAddress: boolean isUnresolved()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r83 = virtualinvoke r1.<java.net.InetSocketAddress: java.lang.String getHostName()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r84 = virtualinvoke r1.<java.net.InetSocketAddress: java.lang.String getHostName()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r89 = virtualinvoke r1.<java.net.InetSocketAddress: java.net.InetAddress getAddress()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r90 = virtualinvoke r1.<java.net.InetSocketAddress: java.net.InetAddress getAddress()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r92 = virtualinvoke r1.<java.net.InetSocketAddress: java.net.InetAddress getAddress()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r93 = virtualinvoke r1.<java.net.InetSocketAddress: java.net.InetAddress getAddress()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.net.SocksSocketImpl;;acceptFrom;;1;;protected void acceptFrom(java.net.SocketImpl, java.net.InetSocketAddress) throws java.io.IOException
*;; * ;; * ;;*;;r1;;10
*;;*;;*;;*;;*;;*;;FieldRef for local initialized from param;;$r27.<java.net.SocksSocketImpl: java.net.InetSocketAddress external_address> = r5;;pattern detected param  r1 must not be null it define a local $r27which used in  FieldRef 
*;;*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;virtualinvoke r28.<java.net.PlainSocketImpl: void setInputStream(java.net.SocketInputStream)>($r29);;pattern detected param  r1 must not be null it define a local r28which used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;virtualinvoke r28.<java.net.PlainSocketImpl: void setFileDescriptor(java.io.FileDescriptor)>($r32);;pattern detected param  r1 must not be null it define a local r28which used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;virtualinvoke r28.<java.net.PlainSocketImpl: void setAddress(java.net.InetAddress)>($r35);;pattern detected param  r1 must not be null it define a local r28which used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;virtualinvoke r28.<java.net.PlainSocketImpl: void setPort(int)>($i20);;pattern detected param  r1 must not be null it define a local r28which used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;virtualinvoke r28.<java.net.PlainSocketImpl: void setLocalPort(int)>($i21);;pattern detected param  r1 must not be null it define a local r28which used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;FieldRef for param;;r1.<java.net.SocketImpl: java.io.FileDescriptor fd> = $r42;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;r1.<java.net.SocketImpl: java.net.InetAddress address> = $r45;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;r1.<java.net.SocketImpl: int port> = $i22;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;r1.<java.net.SocketImpl: int localport> = $i23;;pattern detected param  r1 must not be null  because used in  FieldRef 
java.net.URLClassLoader;;definePackage;;2;;protected java.lang.Package definePackage(java.lang.String, java.util.jar.Manifest, java.net.URL) throws java.lang.IllegalArgumentException
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r14 = virtualinvoke r1.<java.lang.String: java.lang.String replace(char,char)>(46, 47);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;; * ;; * ;;*;;r2;;2
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;r13 = virtualinvoke r2.<java.util.jar.Manifest: java.util.jar.Attributes getAttributes(java.lang.String)>(r4);;pattern detected param  r2 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;r22 = virtualinvoke r2.<java.util.jar.Manifest: java.util.jar.Attributes getMainAttributes()>();;pattern detected param  r2 must not be null  because used in  InvokeExpr 
java.net.URLClassLoader;;getPermissions;;1;;protected java.security.PermissionCollection getPermissions(java.security.CodeSource)
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;r3 = virtualinvoke r1.<java.security.CodeSource: java.net.URL getLocation()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.net.URLDecoder;;decode;;2;;public static java.lang.String decode(java.lang.String, java.lang.String) throws java.io.UnsupportedEncodingException
*;; * ;; * ;;*;;r0;;4
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;i0 = virtualinvoke r0.<java.lang.String: int length()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;c2 = virtualinvoke r0.<java.lang.String: char charAt(int)>(i1);;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r8 = virtualinvoke r0.<java.lang.String: java.lang.String substring(int,int)>($i10, $i11);;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;c2 = virtualinvoke r0.<java.lang.String: char charAt(int)>(i1);;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$i6 = virtualinvoke r1.<java.lang.String: int length()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.net.URLEncoder;;encode;;2;;public static java.lang.String encode(java.lang.String, java.lang.String) throws java.io.UnsupportedEncodingException
*;; * ;; * ;;*;;r0;;7
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$i4 = virtualinvoke r0.<java.lang.String: int length()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$i6 = virtualinvoke r0.<java.lang.String: int length()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;c0 = virtualinvoke r0.<java.lang.String: char charAt(int)>(i5);;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$i9 = virtualinvoke r0.<java.lang.String: int length()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;c1 = virtualinvoke r0.<java.lang.String: char charAt(int)>($i10);;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$i11 = virtualinvoke r0.<java.lang.String: int length()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$c12 = virtualinvoke r0.<java.lang.String: char charAt(int)>(i5);;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r9;;pattern detected param  r1 must not be null  otherwise an exception is thrown 
